device,name,device_type,manufacturer,model,generic_name,ward,ward_criticality,patient_impact,criticality,network,ip,maintenance,static_risk,behaviour_risk,gnn_risk,xgb_risk,total_risk,clinical_urgency,fda_event_type,fda_report_date,fda_mdr_key
FDA0151,Anesthesia Machine 151,Anesthesia Machine,"Datex-Ohmeda, Inc.",AESTIVA,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.3.160.203,2026-09-06,0.525,0.17,0.421,0.365,0.397,ELEVATED,Malfunction,20260227,24466735
FDA0092,CT Scanner 092,CT Scanner,Carl Zeiss Meditec Production ,CT LUCIA,CT LUCIA 602,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.62.204,2026-11-17,0.551,0.669,0.658,0.641,0.396,ELEVATED,Injury,20260217,24369089
FDA0096,CT Scanner 096,CT Scanner,"Carefusion 303, Inc.",BD PYXIS¿ MEDSTATION,AUTOMATED DISPENSING CABINET,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.81.174,2026-08-13,0.433,0.797,0.636,0.646,0.396,ELEVATED,Malfunction,20260212,24322037
FDA0093,CT Scanner 093,CT Scanner,Carl Zeiss Meditec Production ,CT LUCIA,CT LUCIA 602,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.130.73,2026-11-14,0.681,0.525,0.68,0.633,0.395,ELEVATED,Injury,20260217,24369734
FDA0190,ECG Machine 190,ECG Machine,Mortara Instrument,CONTRACT EQ MM-HSCRI,"ELECTROCARDIOGRAPH, AMBULATORY",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.2.87.177,2026-10-14,0.429,0.638,0.564,0.56,0.394,ELEVATED,Malfunction,20260213,24338651
FDA0143,Anesthesia Machine 143,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 750,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.4.128.1,2026-04-11,0.504,0.186,0.414,0.362,0.393,ELEVATED,Malfunction,20260227,24466156
FDA0102,MRI Scanner 102,MRI Scanner,Philips Medical Systems Nederl,INGENIA,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.121.79,2026-09-17,0.357,0.867,0.617,0.643,0.392,ELEVATED,Malfunction,20260220,24398759
FDA0066,Defibrillator 066,Defibrillator,Zoll Manufacturing Corporation,LIFEVEST WCD 4000 SY,WEARABLE CARDIOVERTER DEFIBRIL,ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.2.51.52,2026-06-13,0.416,0.102,0.319,0.272,0.392,ELEVATED,Malfunction,20260227,24468292
FDA0187,ECG Machine 187,ECG Machine,Whoop Inc.,WHOOP BAND,ELECTROCARDIOGRAPH SOFTWARE FO,CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.4.224.165,2026-04-22,0.772,0.251,0.62,0.537,0.389,ELEVATED,Injury,20260224,24431520
FDA0145,Anesthesia Machine 145,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 750,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.2.67.156,2026-08-01,0.62,0.052,0.432,0.353,0.389,ELEVATED,Malfunction,20260227,24466219
FDA0046,Patient Monitor 046,Patient Monitor,Mis Implants Technologies Ltd.,SEVEN XD INT. HEX. I,"IMPLANT, ENDOSSEOUS, ROOT-FORM",ICU,0.95,MONITORING,High,CRITICAL_CARE,10.1.88.233,2026-09-22,0.612,0.704,0.714,0.691,0.387,ELEVATED,Injury,20260227,24466019
FDA0160,Anesthesia Machine 160,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 750,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.3.42.212,2026-10-24,0.439,0.245,0.398,0.359,0.387,ELEVATED,Malfunction,20260227,24467632
FDA0188,ECG Machine 188,ECG Machine,"Physio-Control, Inc. - 3015876",EDGE SYSTEM RTS (RAD,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.4.104.67,2026-04-25,0.355,0.692,0.539,0.55,0.385,ELEVATED,Malfunction,20260219,24387582
FDA0159,Anesthesia Machine 159,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 750,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.1.151.162,2026-06-02,0.556,0.112,0.416,0.351,0.384,ELEVATED,Malfunction,20260227,24467609
FDA0192,ECG Machine 192,ECG Machine,3M Company,3M¿ RED DOT¿ FOAM MO,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.1.72.239,2026-04-01,0.726,0.284,0.604,0.53,0.383,ELEVATED,Injury,20260206,24277731
FDA0104,MRI Scanner 104,MRI Scanner,Philips Medical Systems Nederl,INGENIA,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.78.198,2026-07-06,0.528,0.64,0.63,0.613,0.379,ELEVATED,Malfunction,20260219,24386469
FDA0090,CT Scanner 090,CT Scanner,Sistemas Medicos Alaris S.A De,UNKNOWN MAXZERO,"SET, ADMINISTRATION, INTRAVASC",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.69.198,2026-08-22,0.515,0.649,0.625,0.611,0.378,ELEVATED,Malfunction,20260217,24368839
FDA0207,Dialysis Machine 207,Dialysis Machine,"C.R. Bard, Inc. (Basd) -300626",HEMOSTAR,DIALYSIS CATHETER,ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.2.200.185,2026-06-06,0.312,0.196,0.292,0.267,0.378,ELEVATED,Malfunction,20260226,24452686
FDA0154,Anesthesia Machine 154,Anesthesia Machine,"Datex-Ohmeda, Inc.",AVANCE,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.4.75.83,2026-11-24,0.532,0.124,0.406,0.344,0.376,ELEVATED,Malfunction,20260227,24466952
FDA0114,MRI Scanner 114,MRI Scanner,Philips Medical Systems Nederl,SMARTPATH TO DSTREAM,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.72.252,2026-09-13,0.346,0.826,0.592,0.615,0.375,ELEVATED,Malfunction,20260211,24311710
FDA0144,Anesthesia Machine 144,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 650,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.4.238.187,2026-07-27,0.398,0.267,0.38,0.349,0.375,ELEVATED,Malfunction,20260227,24466180
FDA0073,Defibrillator 073,Defibrillator,Zoll Manufacturing Corporation,LIFEVEST WCD 4000 SY,WEARABLE CARDIOVERTER DEFIBRIL,ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.4.44.217,2026-10-06,0.32,0.181,0.291,0.263,0.374,ELEVATED,Malfunction,20260227,24468597
FDA0235,Blood Gas Analyzer 235,Blood Gas Analyzer,Abbott Diabetes Care Inc,FREESTYLE NEO,BLOOD GLUCOSE MONITORING SYSTE,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.222.166,2026-08-20,0.499,0.856,0.706,0.711,0.374,ELEVATED,Malfunction,20260227,24466292
FDA0053,Patient Monitor 053,Patient Monitor,Mis Implants Technologies Ltd.,LANCE INTERNAL HEX. ,"IMPLANT, ENDOSSEOUS, ROOT-FORM",ICU,0.95,MONITORING,High,CRITICAL_CARE,10.3.231.213,2026-08-05,0.646,0.613,0.696,0.661,0.372,ELEVATED,Injury,20260227,24466054
FDA0105,MRI Scanner 105,MRI Scanner,Philips Medical Systems Nederl,INGENIA,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.184.25,2026-06-10,0.362,0.796,0.589,0.608,0.372,ELEVATED,Malfunction,20260218,24374184
FDA0064,Defibrillator 064,Defibrillator,Medtronic Europe Sarl,COBALT¿ XT HF QUAD C,"DEFIBRILLATOR, AUTOMATIC IMPLA",ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.1.2.106,2026-11-19,0.371,0.121,0.298,0.258,0.37,ELEVATED,Malfunction,20260227,24468077
FDA0020,Ventilator 020,Ventilator,"Respironics, Inc.",REMSTAR PRO C-FLEX+,"VENTILATOR, NON-CONTINUOUS (RE",ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.1.87.99,2026-04-01,0.364,0.128,0.297,0.258,0.37,ELEVATED,Malfunction,20260227,24466137
FDA0146,Anesthesia Machine 146,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 620,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.2.23.76,2026-05-06,0.457,0.194,0.387,0.342,0.37,ELEVATED,Malfunction,20260227,24466223
FDA0097,CT Scanner 097,CT Scanner,"Carefusion 303, Inc.",BD PYXIS¿ MEDSTATION,AUTOMATED DISPENSING CABINET,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.13.42,2026-07-14,0.383,0.767,0.59,0.604,0.37,ELEVATED,Malfunction,20260212,24322292
FDA0134,Syringe Pump 134,Syringe Pump,"Abiomed, Inc. - 1220648",IMPELLA 5.5 WITH SMA,TEMPORARY NON-ROLLER TYPE LEFT,GENERAL_WARD,0.6,CRITICAL_CARE,High,CLINICAL,10.3.252.230,2026-10-08,0.727,0.114,0.53,0.442,0.364,ELEVATED,Injury,20260227,24466139
FDA0131,Syringe Pump 131,Syringe Pump,Insulet Corporation,OMNIPOD 5 AUTOMATED ,AUTOMATED INSULIN DELIVERY SYS,ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.3.161.133,2026-03-05,0.372,0.165,0.318,0.282,0.362,ELEVATED,Malfunction,20260227,24466059
FDA0019,Ventilator 019,Ventilator,"Respironics, Inc.",BIPAP PRO BIFLEX,"VENTILATOR, NON-CONTINUOUS (RE",ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.2.16.205,2026-08-25,0.348,0.133,0.288,0.253,0.362,ELEVATED,Malfunction,20260227,24466136
FDA0116,MRI Scanner 116,MRI Scanner,"Invivo, A Division Of Philips ",EXPRESSION MR400 MRI,EXPRESSION MR400 MRI PATIENT M,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.230.64,2026-01-11,0.498,0.619,0.601,0.586,0.362,ELEVATED,Malfunction,20260210,24303020
FDA0170,Pacemaker Programmer 170,Pacemaker Programmer,Medtronic Puerto Rico Villalba,CAPSURE SENSE LEAD M,PERMANENT PACEMAKER ELECTRODE,CARDIOLOGY,0.8,CRITICAL_CARE,High,CLINICAL,10.1.48.127,2026-07-26,0.554,0.068,0.396,0.327,0.359,ELEVATED,Injury,20260227,24466537
FDA0100,CT Scanner 100,CT Scanner,"Carefusion 303, Inc.",BD PYXIS¿ MEDSTATION,AUTOMATED DISPENSING CABINET,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.54.41,2026-07-06,0.456,0.644,0.584,0.578,0.356,ELEVATED,Malfunction,20260211,24312376
FDA0142,Anesthesia Machine 142,Anesthesia Machine,"Datex-Ohmeda, Inc.",CARESTATION 620,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.1.211.59,2026-07-22,0.526,0.09,0.387,0.323,0.355,ELEVATED,Malfunction,20260227,24466143
FDA0117,MRI Scanner 117,MRI Scanner,"Invivo, A Division Of Philips ",EXPRESSION MR400 MRI,EXPRESSION MR400 MRI PATIENT M,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.202.202,2026-06-19,0.482,0.61,0.587,0.573,0.354,ELEVATED,Malfunction,20260210,24303425
FDA0003,Ventilator 003,Ventilator,"Respironics, Inc.",BIPAP A30,"VENTILATOR, CONTINUOUS, NON-LI",ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.2.61.147,2026-07-25,0.317,0.156,0.278,0.248,0.354,ELEVATED,Malfunction,20260227,24466055
FDA0106,MRI Scanner 106,MRI Scanner,Philips Medical Systems Nederl,INTERA 1.5T PULSAR N,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.20.175,2026-04-18,0.384,0.712,0.567,0.575,0.353,ELEVATED,Malfunction,20260217,24366110
FDA0108,MRI Scanner 108,MRI Scanner,Philips Medical Systems Nederl,ACHIEVA 3.0T DSTREAM,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.159.222,2026-04-08,0.356,0.74,0.561,0.575,0.352,ELEVATED,Malfunction,20260217,24366866
FDA0010,Ventilator 010,Ventilator,"Respironics, Inc.",REMSTAR PRO C-FLEX+,"VENTILATOR, NON-CONTINUOUS (RE",ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.1.63.40,2026-04-15,0.394,0.068,0.29,0.243,0.351,ELEVATED,Malfunction,20260227,24466084
FDA0152,Anesthesia Machine 152,Anesthesia Machine,"Datex-Ohmeda, Inc.",AVANCE,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.4.5.243,2026-11-14,0.394,0.225,0.359,0.325,0.35,ELEVATED,Malfunction,20260227,24466747
FDA0149,Anesthesia Machine 149,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 620,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.1.240.69,2026-08-13,0.469,0.142,0.372,0.321,0.349,ELEVATED,Malfunction,20260227,24466723
FDA0259,X-Ray System 259,X-Ray System,Philips Medical Systems Nederl,ALLURA XPER FD,"SYSTEM, X-RAY, ANGIOGRAPHIC",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.239.128,2026-02-18,0.775,0.265,0.628,0.546,0.346,ELEVATED,Death,20260227,24472397
FDA0107,MRI Scanner 107,MRI Scanner,Philips Medical Systems Nederl,INTERA 1.5T PULSAR N,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.45.89,2026-04-12,0.365,0.703,0.55,0.561,0.344,ELEVATED,Malfunction,20260217,24366112
FDA0184,ECG Machine 184,ECG Machine,Solventum Canada Limited,3M RED DOT MONITORIN,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.1.69.55,2026-01-14,0.633,0.272,0.537,0.475,0.343,ELEVATED,Malfunction,20260226,24457356
FDA0124,Syringe Pump 124,Syringe Pump,Insulet Corporation,OMNIPOD DASH  INSULI,"PUMP, INFUSION, INSULIN",ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.3.156.135,2026-08-14,0.357,0.152,0.302,0.267,0.343,ELEVATED,Malfunction,20260227,24466035
FDA0084,CT Scanner 084,CT Scanner,Bracco Injeneering S.A.,CT EXPRES,CT CONTRAST MEDIUM INJECTION S,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.11.142,2026-11-21,0.719,0.291,0.603,0.53,0.335,ELEVATED,Injury,20260224,24435284
FDA0022,Infusion Pump 022,Infusion Pump,Medtronic Puerto Rico Operatio,MINIMED 740G OUS SYS,"PUMP, INFUSION, INSULIN, TO BE",ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.1.94.16,2026-02-10,0.373,0.113,0.296,0.255,0.33,ELEVATED,Malfunction,20260227,24466014
FDA0164,Pacemaker Programmer 164,Pacemaker Programmer,"Medtronic, Inc.",DUAL CHAMBER TEMPORA,"PULSE-GENERATOR, PACEMAKER, EX",ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.4.82.97,2026-09-11,0.393,0.091,0.299,0.254,0.33,ELEVATED,Malfunction,20260227,24466263
FDA0098,CT Scanner 098,CT Scanner,"Carefusion 303, Inc.",BD PYXIS¿ MEDSTATION,AUTOMATED DISPENSING CABINET,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.231.193,2026-02-20,0.323,0.699,0.521,0.537,0.328,ELEVATED,Malfunction,20260212,24322447
FDA0148,Anesthesia Machine 148,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 650,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.4.137.187,2026-02-04,0.47,0.097,0.353,0.298,0.326,ELEVATED,Malfunction,20260227,24466722
FDA0157,Anesthesia Machine 157,Anesthesia Machine,Ge Medical Systems (China) Co.,CARESTATION 750,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.4.229.245,2026-03-10,0.312,0.27,0.325,0.306,0.326,ELEVATED,Malfunction,20260227,24467465
FDA0200,ECG Machine 200,ECG Machine,"Lohman Technologies, Llc",HOMECG+,"TRANSMITTERS AND RECEIVERS, EL",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.3.81.157,2026-10-25,0.607,0.251,0.511,0.45,0.325,ELEVATED,Malfunction,20251212,23791345
FDA0293,Fetal Monitor 293,Fetal Monitor,Mis Implants Technologies Ltd.,LANCE INTERNAL HEX. ,"IMPLANT, ENDOSSEOUS, ROOT-FORM",OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.2.114.179,2026-03-04,0.779,0.712,0.827,0.783,0.325,ELEVATED,Injury,20260227,24466054
FDA0228,Blood Gas Analyzer 228,Blood Gas Analyzer,"Abiomed, Inc. - 1220648",IMPELLA 5.5 WITH SMA,TEMPORARY NON-ROLLER TYPE LEFT,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.125.209,2026-01-20,0.562,0.601,0.635,0.611,0.325,ELEVATED,Injury,20260227,24466165
FDA0294,Fetal Monitor 294,Fetal Monitor,Mis Implants Technologies Ltd.,LANCE INTERNAL HEX. ,"IMPLANT, ENDOSSEOUS, ROOT-FORM",OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.1.253.60,2026-08-06,0.631,0.846,0.789,0.775,0.319,ELEVATED,Injury,20260227,24466063
FDA0229,Blood Gas Analyzer 229,Blood Gas Analyzer,"Abiomed, Inc. - 1220648",RP FLEX W SMART ASSI,TEMPORARY NON-ROLLER TYPE RIGH,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.2.12.246,2026-08-24,0.888,0.21,0.678,0.576,0.315,ELEVATED,Death,20260227,24466174
FDA0112,MRI Scanner 112,MRI Scanner,Philips Medical Systems Nederl,ACHIEVA 3.0T TX,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.28.45,2026-10-05,0.335,0.641,0.503,0.512,0.314,ELEVATED,Malfunction,20260213,24330856
FDA0127,Syringe Pump 127,Syringe Pump,Medtronic Puerto Rico Operatio,PUMP MMT-1884L MM780,AUTOMATED INSULIN DOSING DEVIC,ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.4.91.193,2026-01-20,0.331,0.133,0.277,0.244,0.314,ELEVATED,Malfunction,20260227,24466046
FDA0071,Defibrillator 071,Defibrillator,Zoll Manufacturing Corporation,LIFEVEST WCD 4000 SY,WEARABLE CARDIOVERTER DEFIBRIL,ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.1.248.193,2026-09-25,0.318,0.097,0.253,0.218,0.313,ELEVATED,Malfunction,20260227,24468569
FDA0231,Blood Gas Analyzer 231,Blood Gas Analyzer,"Abiomed, Inc. - 1220648",PUMP 371 14F LT CMR ,TEMPORARY NON-ROLLER TYPE LEFT,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.4.166.9,2026-01-19,0.83,0.257,0.661,0.571,0.311,ELEVATED,Death,20260227,24466208
FDA0015,Ventilator 015,Ventilator,"Respironics, Inc.",REMSTAR PRO C-FLEX+,"VENTILATOR, NON-CONTINUOUS (RE",ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.1.118.52,2026-08-16,0.34,0.067,0.254,0.214,0.309,ELEVATED,Malfunction,20260227,24466112
FDA0277,Ultrasound 277,Ultrasound,Philips Image Guided Therapy C,VISIONS PV .035 DIGI,"CATHETER, ULTRASOUND, INTRAVAS",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.156.228,2026-11-05,0.332,0.627,0.495,0.503,0.308,ELEVATED,Malfunction,20260226,24454390
FDA0130,Syringe Pump 130,Syringe Pump,Medtronic Puerto Rico Operatio,MINIMED 740G OUS SYS,"PUMP, INFUSION, INSULIN, TO BE",ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.3.39.226,2026-07-03,0.32,0.135,0.271,0.239,0.307,ELEVATED,Malfunction,20260227,24466052
FDA0193,ECG Machine 193,ECG Machine,3M Canada Co.,3M RED DOT,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.2.105.253,2026-10-09,0.569,0.242,0.482,0.426,0.307,ELEVATED,Injury,20260126,24176978
FDA0103,MRI Scanner 103,MRI Scanner,Philips Medical Systems Nederl,ACHIEVA 3.0T TX,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.2.12.102,2026-11-27,0.68,0.233,0.551,0.479,0.304,ELEVATED,Injury,20260220,24401452
FDA0147,Anesthesia Machine 147,Anesthesia Machine,"Datex-Ohmeda, Inc.",AISYS,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.4.239.214,2026-01-18,0.406,0.126,0.323,0.279,0.304,ELEVATED,Malfunction,20260227,24466717
FDA0156,Anesthesia Machine 156,Anesthesia Machine,"Datex-Ohmeda, Inc.",AVANCE,ANESTHESIA GAS MACHINE,OPERATING_THEATRE,0.9,SURGICAL,High,CRITICAL_CARE,10.4.155.228,2026-11-22,0.315,0.217,0.303,0.279,0.299,MONITOR,Malfunction,20260227,24467309
FDA0262,Ultrasound 262,Ultrasound,"Shirakawa Olympus Co., Ltd.",EVIS LUCERA ULTRASOU,ULTRASOUND GASTROVIDEOSCOPE,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.14.94,2026-10-24,0.621,0.282,0.534,0.474,0.299,MONITOR,Malfunction,20260227,24470359
FDA0068,Defibrillator 068,Defibrillator,Zoll Manufacturing Corporation,LIFEVEST WCD 4000 SY,WEARABLE CARDIOVERTER DEFIBRIL,ICU,0.95,LIFE_SUPPORT,High,CRITICAL_CARE,10.2.144.60,2026-05-05,0.331,0.059,0.244,0.205,0.296,MONITOR,Malfunction,20260227,24468318
FDA0033,Infusion Pump 033,Infusion Pump,Medtronic Puerto Rico Operatio,PUMP MMT-1884L MM780,AUTOMATED INSULIN DOSING DEVIC,ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.1.213.24,2026-10-27,0.323,0.114,0.263,0.229,0.296,MONITOR,Malfunction,20260227,24466128
FDA0284,Fetal Monitor 284,Fetal Monitor,Mis Implants Technologies Ltd.,SEVEN XD INT. HEX. I,"IMPLANT, ENDOSSEOUS, ROOT-FORM",OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.2.164.245,2026-01-22,0.72,0.634,0.754,0.711,0.295,MONITOR,Injury,20260227,24466008
FDA0115,MRI Scanner 115,MRI Scanner,Philips Medical Systems Nederl,MR 5000 SERIES,"FULL-BODY MRI SYSTEM, SUPERCON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.54.37,2026-02-15,0.648,0.237,0.532,0.465,0.294,MONITOR,Injury,20260211,24312932
FDA0286,Fetal Monitor 286,Fetal Monitor,Mis Implants Technologies Ltd.,SEVEN XD INT. HEX. I,"IMPLANT, ENDOSSEOUS, ROOT-FORM",OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.1.160.83,2026-07-26,0.658,0.69,0.738,0.708,0.293,MONITOR,Injury,20260227,24466019
FDA0240,Blood Gas Analyzer 240,Blood Gas Analyzer,"Abiomed, Inc. - 1220648",PUMP 381 PUMP SET (U,TEMPORARY NON-ROLLER TYPE LEFT,LABORATORY,0.6,DIAGNOSTIC,Medium,CLINICAL,10.3.135.48,2026-05-21,0.912,0.093,0.643,0.528,0.291,MONITOR,Death,20260227,24466436
FDA0247,X-Ray System 247,X-Ray System,Philips Medical Systems Nederl,ALLURA XPER FD,"SYSTEM, X-RAY, ANGIOGRAPHIC",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.1.67.97,2026-05-12,0.578,0.298,0.513,0.46,0.29,MONITOR,Malfunction,20260227,24469067
FDA0126,Syringe Pump 126,Syringe Pump,Medtronic Puerto Rico Operatio,PARADIGM REAL-TIME I,"PUMP, INFUSION, INSULIN, TO BE",ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.4.4.46,2026-11-19,0.301,0.126,0.254,0.224,0.288,MONITOR,Malfunction,20260227,24466045
FDA0285,Fetal Monitor 285,Fetal Monitor,Mis Implants Technologies Ltd.,SEVEN XD INT. HEX. I,"IMPLANT, ENDOSSEOUS, ROOT-FORM",OBSTETRICS,0.7,MONITORING,Medium,CLINICAL,10.2.43.6,2026-08-06,0.665,0.656,0.728,0.694,0.287,MONITOR,Injury,20260227,24466015
FDA0085,CT Scanner 085,CT Scanner,Bayer Medical Care Inc.,STELLANT DUAL CT INJ,CT INJECTION SYSTEM,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.156.145,2026-06-05,0.621,0.239,0.515,0.452,0.286,MONITOR,Injury,20260220,24400418
FDA0135,Syringe Pump 135,Syringe Pump,Medtronic Puerto Rico Operatio,PUMP MMT-1880L MM770,AUTOMATED INSULIN DOSING DEVIC,ICU,0.95,CRITICAL_CARE,High,CRITICAL_CARE,10.4.80.212,2026-03-15,0.334,0.087,0.259,0.221,0.286,MONITOR,Malfunction,20260227,24466157
FDA0263,Ultrasound 263,Ultrasound,"C.R. Bard, Inc. (Basd) -300626",BD SITERITE 9 ULTRAS,GENERAL-PURPOSE ULTRASOUND IMA,RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.4.119.56,2026-04-21,0.649,0.206,0.519,0.449,0.285,MONITOR,Malfunction,20260227,24471322
FDA0186,ECG Machine 186,ECG Machine,"Physio-Control, Inc. - 3015876",QUIK-STEP PACING/ECG,"ELECTRODE, ELECTROCARDIOGRAPH",CARDIOLOGY,0.8,DIAGNOSTIC,Medium,CLINICAL,10.4.195.247,2026-09-02,0.509,0.239,0.441,0.393,0.283,MONITOR,Malfunction,20260225,24442838
FDA0083,CT Scanner 083,CT Scanner,Siemens Healthcare Limited,SIEMENS 3T MRI SCANN,"SYSTEM, NUCLEAR MAGNETIC RESON",RADIOLOGY,0.7,DIAGNOSTIC,Medium,CLINICAL,10.3.114.78,2026-10-04,0.731,0.087,0.521,0.429,0.276,MONITOR,Injury,20260224,24433296
