device_id,device_type,manufacturer,model,ward,ward_criticality,patient_impact,criticality,serial_number,purchase_date,last_maintenance,next_maintenance,network_segment,ip_address
D0303,PACS Server,Siemens,PAC-665,RADIOLOGY,1.2,SUPPORT,Medium,SI30989,2022-09-14,2025-11-11,2026-07-06,CLINICAL,10.205.104.162
D0304,PACS Server,Siemens,PAC-290,RADIOLOGY,1.2,SUPPORT,Medium,SI93948,2023-07-01,2026-01-18,2026-08-31,CLINICAL,10.152.110.100
D0305,PACS Server,GE Healthcare,PAC-821,RADIOLOGY,1.2,SUPPORT,Medium,GE38153,2021-05-25,2026-02-21,2026-10-02,CLINICAL,10.27.205.224
D0306,EHR Workstation,Cerner,EHR-184,ADMIN,0.7,ADMINISTRATIVE,Low,CE84107,2020-04-10,2026-03-01,2026-07-17,ADMINISTRATIVE,10.58.138.74
D0307,EHR Workstation,Cerner,EHR-899,ADMIN,0.7,ADMINISTRATIVE,Low,CE69942,2024-12-25,2025-11-03,2026-09-25,ADMINISTRATIVE,10.131.29.147
D0308,EHR Workstation,Epic,EHR-374,ADMIN,0.7,ADMINISTRATIVE,Low,EP81186,2022-09-27,2026-02-27,2026-08-28,ADMINISTRATIVE,10.140.56.254
D0309,EHR Workstation,Meditech,EHR-204,ADMIN,0.7,ADMINISTRATIVE,Low,ME95678,2021-05-28,2026-03-01,2026-08-31,ADMINISTRATIVE,10.68.90.221
D0310,EHR Workstation,Epic,EHR-549,ADMIN,0.7,ADMINISTRATIVE,Low,EP25386,2021-04-26,2025-10-10,2026-08-05,ADMINISTRATIVE,10.221.182.157
D0311,EHR Workstation,Meditech,EHR-269,ADMIN,0.7,ADMINISTRATIVE,Low,ME90760,2021-04-27,2026-01-16,2026-05-23,ADMINISTRATIVE,10.146.90.137
D0312,EHR Workstation,Allscripts,EHR-711,ADMIN,0.7,ADMINISTRATIVE,Low,AL80617,2021-06-23,2025-12-25,2026-07-21,ADMINISTRATIVE,10.147.69.244
D0313,EHR Workstation,Athenahealth,EHR-795,ADMIN,0.7,ADMINISTRATIVE,Low,AT22481,2021-07-02,2025-12-29,2026-06-09,ADMINISTRATIVE,10.180.222.34
D0314,EHR Workstation,Cerner,EHR-249,ADMIN,0.7,ADMINISTRATIVE,Low,CE52217,2021-11-13,2025-11-04,2026-06-13,ADMINISTRATIVE,10.148.162.69
D0315,EHR Workstation,Meditech,EHR-484,ADMIN,0.7,ADMINISTRATIVE,Low,ME69243,2020-11-26,2026-02-14,2026-08-19,ADMINISTRATIVE,10.132.192.72
D0316,EHR Workstation,Allscripts,EHR-565,ADMIN,0.7,ADMINISTRATIVE,Low,AL73968,2022-10-01,2026-02-14,2026-09-02,ADMINISTRATIVE,10.163.171.179
D0317,EHR Workstation,Allscripts,EHR-970,ADMIN,0.7,ADMINISTRATIVE,Low,AL18300,2024-07-07,2025-11-20,2026-07-01,ADMINISTRATIVE,10.127.69.83
D0318,EHR Workstation,Allscripts,EHR-445,ADMIN,0.7,ADMINISTRATIVE,Low,AL81737,2024-03-19,2025-11-05,2026-08-03,ADMINISTRATIVE,10.229.175.196
D0319,EHR Workstation,Epic,EHR-147,ADMIN,0.7,ADMINISTRATIVE,Low,EP23051,2023-01-04,2026-01-28,2026-08-28,ADMINISTRATIVE,10.117.1.254
D0320,EHR Workstation,Meditech,EHR-307,ADMIN,0.7,ADMINISTRATIVE,Low,ME27290,2022-03-28,2025-12-29,2026-05-31,ADMINISTRATIVE,10.168.93.65
D0321,EHR Workstation,Epic,EHR-480,ADMIN,0.7,ADMINISTRATIVE,Low,EP97098,2021-01-13,2025-12-21,2026-07-06,ADMINISTRATIVE,10.110.168.24
D0322,EHR Workstation,Epic,EHR-101,ADMIN,0.7,ADMINISTRATIVE,Low,EP37973,2023-02-05,2026-01-11,2026-09-17,ADMINISTRATIVE,10.175.114.3
D0323,EHR Workstation,Epic,EHR-812,ADMIN,0.7,ADMINISTRATIVE,Low,EP55032,2020-07-23,2026-02-04,2026-09-07,ADMINISTRATIVE,10.19.59.99
D0324,EHR Workstation,Epic,EHR-848,ADMIN,0.7,ADMINISTRATIVE,Low,EP23425,2020-06-12,2025-12-23,2026-06-12,ADMINISTRATIVE,10.98.199.209
D0325,EHR Workstation,Cerner,EHR-756,ADMIN,0.7,ADMINISTRATIVE,Low,CE98753,2021-02-17,2025-10-16,2026-05-10,ADMINISTRATIVE,10.157.167.43
D0326,EHR Workstation,Meditech,EHR-459,ADMIN,0.7,ADMINISTRATIVE,Low,ME37925,2021-07-20,2025-11-16,2026-07-02,ADMINISTRATIVE,10.23.230.26
D0327,EHR Workstation,Cerner,EHR-870,ADMIN,0.7,ADMINISTRATIVE,Low,CE26142,2024-12-13,2025-12-10,2026-08-25,ADMINISTRATIVE,10.81.203.36
D0328,EHR Workstation,Cerner,EHR-383,ADMIN,0.7,ADMINISTRATIVE,Low,CE94491,2020-04-18,2025-12-27,2026-05-14,ADMINISTRATIVE,10.218.217.169
D0329,EHR Workstation,Allscripts,EHR-310,ADMIN,0.7,ADMINISTRATIVE,Low,AL77862,2024-09-07,2025-11-29,2026-07-22,ADMINISTRATIVE,10.166.14.201
D0330,EHR Workstation,Cerner,EHR-606,ADMIN,0.7,ADMINISTRATIVE,Low,CE60578,2020-04-16,2026-02-19,2026-09-20,ADMINISTRATIVE,10.228.251.4
D0331,EHR Workstation,Allscripts,EHR-424,ADMIN,0.7,ADMINISTRATIVE,Low,AL27299,2023-10-14,2025-12-06,2026-09-24,ADMINISTRATIVE,10.175.45.196
D0332,EHR Workstation,Meditech,EHR-888,ADMIN,0.7,ADMINISTRATIVE,Low,ME19567,2020-10-03,2026-03-06,2026-07-14,ADMINISTRATIVE,10.56.11.237
D0333,EHR Workstation,Epic,EHR-908,ADMIN,0.7,ADMINISTRATIVE,Low,EP62163,2024-05-21,2025-11-01,2026-08-22,ADMINISTRATIVE,10.109.180.103
D0334,EHR Workstation,Epic,EHR-755,ADMIN,0.7,ADMINISTRATIVE,Low,EP80328,2024-10-05,2025-12-28,2026-05-29,ADMINISTRATIVE,10.80.21.131
D0335,EHR Workstation,Cerner,EHR-927,ADMIN,0.7,ADMINISTRATIVE,Low,CE30365,2024-06-13,2025-10-10,2026-05-24,ADMINISTRATIVE,10.80.179.112
D0336,EHR Workstation,Cerner,EHR-159,ADMIN,0.7,ADMINISTRATIVE,Low,CE42044,2020-07-04,2025-11-13,2026-05-22,ADMINISTRATIVE,10.80.171.190
D0337,EHR Workstation,Cerner,EHR-222,ADMIN,0.7,ADMINISTRATIVE,Low,CE11660,2021-12-01,2026-01-27,2026-09-12,ADMINISTRATIVE,10.244.89.134
D0338,EHR Workstation,Athenahealth,EHR-901,ADMIN,0.7,ADMINISTRATIVE,Low,AT43980,2021-06-05,2025-12-31,2026-06-07,ADMINISTRATIVE,10.198.231.8
D0339,EHR Workstation,Allscripts,EHR-926,ADMIN,0.7,ADMINISTRATIVE,Low,AL66272,2022-09-03,2026-01-01,2026-10-02,ADMINISTRATIVE,10.161.20.128
D0340,EHR Workstation,Meditech,EHR-623,ADMIN,0.7,ADMINISTRATIVE,Low,ME57202,2020-08-28,2025-10-15,2026-06-19,ADMINISTRATIVE,10.95.41.66
D0341,EHR Workstation,Epic,EHR-687,ADMIN,0.7,ADMINISTRATIVE,Low,EP98358,2020-04-24,2025-10-30,2026-05-08,ADMINISTRATIVE,10.12.220.221
D0342,EHR Workstation,Epic,EHR-350,ADMIN,0.7,ADMINISTRATIVE,Low,EP16026,2023-06-13,2026-01-30,2026-06-22,ADMINISTRATIVE,10.239.246.220
D0343,EHR Workstation,Epic,EHR-666,ADMIN,0.7,ADMINISTRATIVE,Low,EP95944,2023-04-11,2026-01-05,2026-08-22,ADMINISTRATIVE,10.235.185.82
D0344,EHR Workstation,Allscripts,EHR-945,ADMIN,0.7,ADMINISTRATIVE,Low,AL20208,2024-06-04,2025-11-01,2026-05-21,ADMINISTRATIVE,10.46.58.206
D0345,EHR Workstation,Athenahealth,EHR-147,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT62550,2020-08-28,2025-12-27,2026-07-26,ADMINISTRATIVE,10.84.23.142
D0346,EHR Workstation,Meditech,EHR-108,NURSE_STATION,0.9,ADMINISTRATIVE,Low,ME58354,2021-05-19,2025-12-22,2026-07-09,ADMINISTRATIVE,10.119.95.152
D0347,EHR Workstation,Meditech,EHR-891,NURSE_STATION,0.9,ADMINISTRATIVE,Low,ME35614,2024-04-05,2026-03-08,2026-08-20,ADMINISTRATIVE,10.7.60.139
D0348,EHR Workstation,Allscripts,EHR-751,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AL11257,2022-01-25,2025-12-03,2026-07-25,ADMINISTRATIVE,10.27.53.136
D0349,EHR Workstation,Cerner,EHR-529,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE74491,2020-03-23,2025-12-28,2026-05-31,ADMINISTRATIVE,10.12.236.60
D0350,EHR Workstation,Athenahealth,EHR-522,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT58823,2023-12-03,2025-10-12,2026-06-01,ADMINISTRATIVE,10.130.35.164
D0351,EHR Workstation,Meditech,EHR-176,NURSE_STATION,0.9,ADMINISTRATIVE,Low,ME87580,2024-01-14,2026-02-04,2026-07-07,ADMINISTRATIVE,10.75.67.218
D0352,EHR Workstation,Allscripts,EHR-920,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AL61505,2022-06-15,2025-12-30,2026-07-06,ADMINISTRATIVE,10.20.242.52
D0353,EHR Workstation,Cerner,EHR-898,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE86638,2020-03-04,2026-01-26,2026-08-31,ADMINISTRATIVE,10.120.81.105
D0354,EHR Workstation,Epic,EHR-648,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP56961,2021-08-10,2025-11-11,2026-07-14,ADMINISTRATIVE,10.219.31.24
D0355,EHR Workstation,Cerner,EHR-926,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE99922,2022-12-23,2026-02-27,2026-07-02,ADMINISTRATIVE,10.214.220.84
D0356,EHR Workstation,Cerner,EHR-193,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE42534,2022-07-17,2026-02-25,2026-07-23,ADMINISTRATIVE,10.67.210.254
D0357,EHR Workstation,Cerner,EHR-131,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE63004,2023-09-24,2025-10-20,2026-07-10,ADMINISTRATIVE,10.25.119.27
D0358,EHR Workstation,Cerner,EHR-224,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE11567,2020-04-05,2026-01-18,2026-08-18,ADMINISTRATIVE,10.96.176.162
D0359,EHR Workstation,Epic,EHR-696,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP86823,2022-02-01,2026-02-21,2026-06-27,ADMINISTRATIVE,10.232.166.114
D0360,EHR Workstation,Cerner,EHR-194,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE53456,2020-01-15,2026-02-25,2026-06-20,ADMINISTRATIVE,10.237.147.111
D0361,EHR Workstation,Meditech,EHR-608,NURSE_STATION,0.9,ADMINISTRATIVE,Low,ME13864,2023-11-14,2026-01-24,2026-08-06,ADMINISTRATIVE,10.55.233.48
D0362,EHR Workstation,Allscripts,EHR-386,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AL68459,2021-01-20,2026-01-06,2026-07-22,ADMINISTRATIVE,10.128.106.226
D0363,EHR Workstation,Athenahealth,EHR-590,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT17992,2020-05-13,2026-02-02,2026-08-23,ADMINISTRATIVE,10.52.165.227
D0364,EHR Workstation,Athenahealth,EHR-355,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT92674,2024-01-13,2025-12-08,2026-09-07,ADMINISTRATIVE,10.140.201.125
D0365,EHR Workstation,Allscripts,EHR-679,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AL75849,2022-07-09,2026-01-22,2026-05-14,ADMINISTRATIVE,10.82.153.57
D0366,EHR Workstation,Epic,EHR-930,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP46822,2020-08-17,2025-12-08,2026-10-04,ADMINISTRATIVE,10.60.250.41
D0367,EHR Workstation,Epic,EHR-353,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP96096,2021-05-18,2026-02-23,2026-07-03,ADMINISTRATIVE,10.148.217.252
D0368,EHR Workstation,Meditech,EHR-463,NURSE_STATION,0.9,ADMINISTRATIVE,Low,ME32768,2021-04-19,2025-12-18,2026-08-07,ADMINISTRATIVE,10.234.152.8
D0369,EHR Workstation,Allscripts,EHR-681,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AL83873,2021-10-07,2025-11-03,2026-09-23,ADMINISTRATIVE,10.80.45.126
D0370,EHR Workstation,Epic,EHR-192,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP17362,2021-10-08,2026-03-04,2026-09-19,ADMINISTRATIVE,10.123.1.85
D0371,EHR Workstation,Athenahealth,EHR-306,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT27103,2022-12-06,2025-12-17,2026-05-23,ADMINISTRATIVE,10.6.38.151
D0372,EHR Workstation,Cerner,EHR-892,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE24538,2024-06-03,2025-12-04,2026-08-17,ADMINISTRATIVE,10.151.26.87
D0373,EHR Workstation,Allscripts,EHR-430,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AL27884,2021-12-14,2025-11-05,2026-07-28,ADMINISTRATIVE,10.45.182.248
D0374,EHR Workstation,Athenahealth,EHR-810,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT90440,2022-04-22,2025-10-10,2026-06-21,ADMINISTRATIVE,10.97.79.188
D0375,EHR Workstation,Allscripts,EHR-230,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AL33292,2020-12-19,2025-11-29,2026-09-30,ADMINISTRATIVE,10.9.47.155
D0376,EHR Workstation,Allscripts,EHR-928,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AL90134,2021-11-19,2026-02-11,2026-09-12,ADMINISTRATIVE,10.37.85.191
D0377,EHR Workstation,Epic,EHR-343,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP55457,2022-03-21,2026-02-15,2026-08-01,ADMINISTRATIVE,10.115.3.68
D0378,EHR Workstation,Cerner,EHR-355,NURSE_STATION,0.9,ADMINISTRATIVE,Low,CE18885,2022-05-26,2026-02-10,2026-05-08,ADMINISTRATIVE,10.13.99.113
D0379,EHR Workstation,Meditech,EHR-270,NURSE_STATION,0.9,ADMINISTRATIVE,Low,ME64266,2023-07-12,2025-10-21,2026-08-12,ADMINISTRATIVE,10.26.213.123
D0380,EHR Workstation,Athenahealth,EHR-766,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT39567,2021-08-03,2026-03-01,2026-07-22,ADMINISTRATIVE,10.6.82.67
D0381,EHR Workstation,Epic,EHR-175,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP54801,2021-07-06,2026-02-18,2026-09-25,ADMINISTRATIVE,10.242.230.251
D0382,EHR Workstation,Epic,EHR-446,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP87860,2024-08-23,2026-03-02,2026-08-26,ADMINISTRATIVE,10.242.168.43
D0383,EHR Workstation,Athenahealth,EHR-544,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT30591,2020-02-11,2026-01-16,2026-06-25,ADMINISTRATIVE,10.105.179.142
D0384,EHR Workstation,Athenahealth,EHR-371,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT96585,2022-05-08,2026-02-13,2026-05-20,ADMINISTRATIVE,10.101.147.141
D0385,EHR Workstation,Meditech,EHR-257,NURSE_STATION,0.9,ADMINISTRATIVE,Low,ME17144,2022-01-14,2026-02-15,2026-07-22,ADMINISTRATIVE,10.211.170.161
D0386,EHR Workstation,Athenahealth,EHR-591,NURSE_STATION,0.9,ADMINISTRATIVE,Low,AT36171,2020-01-07,2026-01-25,2026-07-21,ADMINISTRATIVE,10.251.21.122
D0387,EHR Workstation,Epic,EHR-415,NURSE_STATION,0.9,ADMINISTRATIVE,Low,EP62096,2023-08-22,2026-01-01,2026-05-31,ADMINISTRATIVE,10.165.140.100
D0388,EHR Workstation,Cerner,EHR-479,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE59996,2022-03-15,2026-02-26,2026-07-14,ADMINISTRATIVE,10.113.120.68
D0389,EHR Workstation,Cerner,EHR-957,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE45200,2024-01-05,2026-02-13,2026-05-29,ADMINISTRATIVE,10.172.89.207
D0390,EHR Workstation,Athenahealth,EHR-523,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AT87296,2021-09-02,2025-11-30,2026-09-18,ADMINISTRATIVE,10.108.248.138
D0391,EHR Workstation,Meditech,EHR-686,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,ME40886,2023-05-03,2025-11-28,2026-05-16,ADMINISTRATIVE,10.129.147.231
D0392,EHR Workstation,Athenahealth,EHR-919,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AT84905,2024-03-04,2025-11-15,2026-06-21,ADMINISTRATIVE,10.243.252.43
D0393,EHR Workstation,Cerner,EHR-927,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE35260,2021-01-14,2026-02-17,2026-08-27,ADMINISTRATIVE,10.52.211.161
D0394,EHR Workstation,Cerner,EHR-954,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE87994,2022-06-24,2026-02-20,2026-05-30,ADMINISTRATIVE,10.100.143.102
D0395,EHR Workstation,Athenahealth,EHR-433,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AT46202,2024-08-28,2026-03-06,2026-10-05,ADMINISTRATIVE,10.134.201.108
D0396,EHR Workstation,Epic,EHR-524,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,EP29613,2021-10-19,2025-10-11,2026-06-02,ADMINISTRATIVE,10.237.28.145
D0397,EHR Workstation,Epic,EHR-904,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,EP47498,2024-06-14,2026-01-01,2026-08-14,ADMINISTRATIVE,10.168.125.147
D0398,EHR Workstation,Athenahealth,EHR-584,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AT14910,2021-05-13,2026-02-01,2026-08-18,ADMINISTRATIVE,10.10.102.228
D0399,EHR Workstation,Allscripts,EHR-807,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL41139,2020-12-16,2025-12-31,2026-08-11,ADMINISTRATIVE,10.6.87.210
D0400,EHR Workstation,Allscripts,EHR-418,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL46745,2023-12-22,2026-02-12,2026-07-05,ADMINISTRATIVE,10.35.77.250
D0401,EHR Workstation,Meditech,EHR-892,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,ME52056,2022-12-14,2026-02-15,2026-06-25,ADMINISTRATIVE,10.114.55.234
D0402,EHR Workstation,Meditech,EHR-858,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,ME73499,2024-06-27,2026-02-23,2026-09-16,ADMINISTRATIVE,10.203.41.17
D0403,EHR Workstation,Allscripts,EHR-826,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL76426,2023-03-25,2025-10-26,2026-09-30,ADMINISTRATIVE,10.8.45.50
D0404,EHR Workstation,Cerner,EHR-957,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE17553,2021-01-15,2026-02-25,2026-08-08,ADMINISTRATIVE,10.181.51.71
D0405,EHR Workstation,Allscripts,EHR-943,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL70846,2024-07-21,2026-02-06,2026-05-15,ADMINISTRATIVE,10.62.96.126
D0406,EHR Workstation,Athenahealth,EHR-556,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AT33276,2023-10-18,2025-12-10,2026-08-04,ADMINISTRATIVE,10.42.215.229
D0407,EHR Workstation,Allscripts,EHR-866,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL21847,2022-01-13,2026-02-25,2026-06-18,ADMINISTRATIVE,10.219.147.200
D0408,EHR Workstation,Cerner,EHR-977,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE39012,2021-11-07,2025-12-31,2026-08-20,ADMINISTRATIVE,10.132.6.222
D0409,EHR Workstation,Epic,EHR-585,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,EP27342,2021-10-26,2026-03-07,2026-07-04,ADMINISTRATIVE,10.65.156.207
D0410,EHR Workstation,Allscripts,EHR-829,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL94245,2022-07-13,2025-12-10,2026-09-02,ADMINISTRATIVE,10.65.56.120
D0411,EHR Workstation,Allscripts,EHR-793,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL78241,2024-07-19,2026-02-11,2026-05-09,ADMINISTRATIVE,10.131.170.248
D0412,EHR Workstation,Allscripts,EHR-674,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL94848,2024-10-10,2025-12-23,2026-06-04,ADMINISTRATIVE,10.124.17.87
D0413,EHR Workstation,Allscripts,EHR-755,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL52616,2022-05-21,2025-12-23,2026-06-25,ADMINISTRATIVE,10.39.133.196
D0414,EHR Workstation,Cerner,EHR-158,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE88647,2023-11-11,2026-02-02,2026-05-14,ADMINISTRATIVE,10.168.128.76
D0415,EHR Workstation,Allscripts,EHR-528,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL63031,2023-12-02,2025-10-11,2026-10-01,ADMINISTRATIVE,10.209.49.88
D0416,EHR Workstation,Cerner,EHR-802,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE80075,2023-11-12,2025-10-31,2026-07-23,ADMINISTRATIVE,10.217.44.216
D0417,EHR Workstation,Athenahealth,EHR-285,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AT48506,2020-08-05,2026-01-02,2026-09-28,ADMINISTRATIVE,10.196.234.47
D0418,EHR Workstation,Allscripts,EHR-770,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL21704,2021-06-08,2025-12-21,2026-08-23,ADMINISTRATIVE,10.202.228.85
D0419,EHR Workstation,Allscripts,EHR-366,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL86751,2022-08-28,2026-02-07,2026-09-05,ADMINISTRATIVE,10.14.222.163
D0420,EHR Workstation,Athenahealth,EHR-694,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AT91350,2020-08-07,2025-11-01,2026-06-07,ADMINISTRATIVE,10.223.175.98
D0421,EHR Workstation,Athenahealth,EHR-405,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AT64146,2020-03-05,2026-01-17,2026-08-03,ADMINISTRATIVE,10.105.253.146
D0422,EHR Workstation,Meditech,EHR-246,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,ME51469,2021-02-16,2025-12-14,2026-06-22,ADMINISTRATIVE,10.81.163.15
D0423,EHR Workstation,Epic,EHR-562,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,EP45851,2021-03-19,2026-01-28,2026-09-10,ADMINISTRATIVE,10.202.196.200
D0424,EHR Workstation,Epic,EHR-232,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,EP90541,2023-11-14,2025-11-26,2026-08-25,ADMINISTRATIVE,10.248.123.99
D0425,EHR Workstation,Epic,EHR-138,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,EP79963,2021-12-12,2026-03-06,2026-07-29,ADMINISTRATIVE,10.194.214.136
D0426,EHR Workstation,Cerner,EHR-118,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,CE98702,2020-11-24,2026-01-05,2026-07-04,ADMINISTRATIVE,10.178.225.89
D0427,EHR Workstation,Allscripts,EHR-232,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL23462,2023-09-19,2025-12-21,2026-06-19,ADMINISTRATIVE,10.17.211.12
D0428,EHR Workstation,Allscripts,EHR-397,DOCTOR_OFFICE,0.8,ADMINISTRATIVE,Low,AL69759,2024-10-17,2025-12-13,2026-08-27,ADMINISTRATIVE,10.228.176.255
D0429,EHR Workstation,Cerner,EHR-450,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE74248,2022-04-06,2025-11-26,2026-05-12,GENERAL,10.59.58.187
D0430,EHR Workstation,Cerner,EHR-316,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE12872,2024-09-06,2026-02-06,2026-08-09,GENERAL,10.183.167.203
D0431,EHR Workstation,Epic,EHR-484,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP93928,2022-09-20,2026-02-25,2026-05-20,GENERAL,10.170.28.168
D0432,EHR Workstation,Epic,EHR-149,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP25176,2023-08-13,2026-02-06,2026-09-25,GENERAL,10.65.122.180
D0433,EHR Workstation,Cerner,EHR-310,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE99881,2020-05-14,2026-02-12,2026-09-18,GENERAL,10.70.160.156
D0434,EHR Workstation,Cerner,EHR-528,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE23751,2024-12-20,2026-02-07,2026-07-19,GENERAL,10.30.201.28
D0435,EHR Workstation,Meditech,EHR-303,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,ME89823,2021-05-27,2025-10-27,2026-06-28,GENERAL,10.92.181.105
D0436,EHR Workstation,Allscripts,EHR-264,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AL15164,2024-08-07,2025-11-06,2026-07-31,GENERAL,10.61.1.4
D0437,EHR Workstation,Epic,EHR-213,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP85255,2023-03-03,2025-10-30,2026-05-27,GENERAL,10.186.186.26
D0438,EHR Workstation,Allscripts,EHR-759,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AL40298,2023-05-09,2025-11-11,2026-05-20,GENERAL,10.26.209.45
D0439,EHR Workstation,Epic,EHR-972,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP48085,2022-11-11,2025-11-20,2026-06-06,GENERAL,10.25.218.195
D0440,EHR Workstation,Epic,EHR-109,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP28139,2021-06-12,2025-11-17,2026-07-15,GENERAL,10.225.188.24
D0441,EHR Workstation,Allscripts,EHR-934,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AL54921,2021-02-13,2025-11-27,2026-09-01,GENERAL,10.70.214.99
D0442,EHR Workstation,Meditech,EHR-919,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,ME65278,2021-02-05,2026-02-22,2026-06-17,GENERAL,10.27.107.234
D0443,EHR Workstation,Athenahealth,EHR-594,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,AT84572,2023-03-20,2025-12-02,2026-08-07,GENERAL,10.157.8.221
D0444,EHR Workstation,Cerner,EHR-594,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,CE73979,2020-07-15,2026-02-26,2026-05-24,GENERAL,10.67.168.81
D0445,EHR Workstation,Epic,EHR-821,GENERAL_WARD,1.0,ADMINISTRATIVE,Low,EP98857,2024-12-19,2025-10-16,2026-07-04,GENERAL,10.251.245.172
